url,initialStatus,status,indexable,canonical,title,headings,bodyChars,noJsBodyChars,streamingRequiresJs,articlePresent,author,datePublished,dateModified,locale,inSitemap,classification,classificationConfirmed,risk,action,gscClicks,gscImpressions,gscPeriod,backlinks
"https://code-destiny.com/astrology/cosmic/","200","200","true","https://code-destiny.com/astrology/cosmic/","점성술 코즈믹 차트 - 태양·달·상승궁 분석","[{""level"":""h1"",""text"":""점성술 코즈믹 차트""},{""level"":""h2"",""text"":""핵심 포인트""},{""level"":""h2"",""text"":""코즈믹 차트를 현실에 연결하는 6개 관점""},{""level"":""h3"",""text"":""1. 태양궁은 목표, 달궁은 회복, 상승궁은 표현입니다""},{""level"":""h3"",""text"":""2. 하우스는 사건의 무대, 행성은 행동의 배우입니다""},{""level"":""h3"",""text"":""3. 각은 긴장 신호가 아니라 조정 포인트입니다""},{""level"":""h3"",""text"":""4. 트랜짓은 이벤트 예언보다 준비 체크리스트에 가깝습니다""},{""level"":""h3"",""text"":""5. 궁합은 케미 점수보다 소통 번역 능력을 봅니다""},{""level"":""h3"",""text"":""6. 코즈믹 해석은 주간 실험으로 완성됩니다""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","1471","0","true","false","미확인","미확인","미확인","ko","true","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/astrology/guide/","200","200","true","https://code-destiny.com/astrology/guide/","서양 점성술 기본 구조 | Code Destiny","[{""level"":""h1"",""text"":""서양 점성술 기본 구조""},{""level"":""h2"",""text"":""점성술이 살피는 것""},{""level"":""h2"",""text"":""필요한 입력값""},{""level"":""h2"",""text"":""어떤 때 참고하면 좋은가""},{""level"":""h2"",""text"":""무료와 유료 범위""},{""level"":""h2"",""text"":""해석 흐름""},{""level"":""h2"",""text"":""결과에서 확인할 수 있는 항목""},{""level"":""h2"",""text"":""짧은 예시 리딩""},{""level"":""h2"",""text"":""해석 시 주의할 점""},{""level"":""h2"",""text"":""출생시간을 모르면 점성술 차트를 볼 수 없나요?""},{""level"":""h2"",""text"":""태양별자리만으로 성격을 알 수 있나요?""},{""level"":""h2"",""text"":""나쁜 애스펙트가 있으면 불운한가요?""},{""level"":""h2"",""text"":""내 출생차트를 그려 보세요""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","1430","0","true","true","{""@type"":""Person"",""@id"":""https://code-destiny.com/#author"",""name"":""박병하"",""jobTitle"":""명리학자"",""description"":""10년 경력의 명리학자. Code Destiny 가 공개하는 사주·운세 콘텐츠의 최종 검수 책임자입니다."",""knowsAbout"":[""사주"",""명리학"",""만세력"",""자미두수"",""숙요점""],""url"":""https://code-destiny.com/about"",""worksFor"":{""@type"":""Organization"",""@id"":""https://code-destiny.com/#organization"",""name"":""CODE DESTINY""}}","2026-06-21","2026-09-06","ko","true","B","false","[""editorial-review-required""]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/calendar/guide/","200","200","true","https://code-destiny.com/calendar/guide/","운세 달력과 일진 달력 사용법 | Code Destiny","[{""level"":""h1"",""text"":""운세 달력과 일진 달력 사용법""},{""level"":""h2"",""text"":""운세 달력이 살피는 것""},{""level"":""h2"",""text"":""필요한 입력값""},{""level"":""h2"",""text"":""어떤 때 참고하면 좋은가""},{""level"":""h2"",""text"":""무료와 유료 범위""},{""level"":""h2"",""text"":""해석 흐름""},{""level"":""h2"",""text"":""결과에서 확인할 수 있는 항목""},{""level"":""h2"",""text"":""짧은 예시 리딩""},{""level"":""h2"",""text"":""해석 시 주의할 점""},{""level"":""h2"",""text"":""좋은 날이면 중요한 결정을 바로 해도 되나요?""},{""level"":""h2"",""text"":""나쁜 날로 나오면 아무것도 하지 않는 편이 좋나요?""},{""level"":""h2"",""text"":""개인 정보는 왜 필요한가요?""},{""level"":""h2"",""text"":""오늘의 일진부터 보고 오세요""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","1447","0","true","true","{""@type"":""Person"",""@id"":""https://code-destiny.com/#author"",""name"":""박병하"",""jobTitle"":""명리학자"",""description"":""10년 경력의 명리학자. Code Destiny 가 공개하는 사주·운세 콘텐츠의 최종 검수 책임자입니다."",""knowsAbout"":[""사주"",""명리학"",""만세력"",""자미두수"",""숙요점""],""url"":""https://code-destiny.com/about"",""worksFor"":{""@type"":""Organization"",""@id"":""https://code-destiny.com/#organization"",""name"":""CODE DESTINY""}}","2026-06-21","2026-09-06","ko","true","B","false","[""editorial-review-required""]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/compare/fortune-apps/","200","200","true","https://code-destiny.com/compare/fortune-apps/","운세 앱마다 답이 다른 이유 | 점신·포스텔러·헬로우봇 비교","[{""level"":""h1"",""text"":""운세 앱마다 답이 다른 이유""},{""level"":""h2"",""text"":""많이 쓰는 앱들이 각각 무엇을 전면에 두는가""},{""level"":""h2"",""text"":""체계마다 잘 답하는 질문이 다릅니다""},{""level"":""h2"",""text"":""갈린 해석을 읽는 세 가지 방법""},{""level"":""h2"",""text"":""Code Destiny 는 이 문제를 어떻게 다루는가""},{""level"":""h2"",""text"":""자주 묻는 질문""},{""level"":""h3"",""text"":""앱마다 결과가 다른데 어떤 앱이 맞는 건가요?""},{""level"":""h3"",""text"":""그러면 여러 앱을 다 봐야 하나요?""},{""level"":""h3"",""text"":""출생 시간을 모르면 어떤 것부터 봐야 하나요?""},{""level"":""h3"",""text"":""무료로 볼 수 있는 범위는 어디까지인가요?""},{""level"":""h2"",""text"":""해석을 받아들일 때""},{""level"":""h2"",""text"":""같은 생년월일로 직접 비교해 보세요""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","2938","0","true","false","미확인","미확인","미확인","ko","true","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/compare/saju-vs-ziwei/","200","200","true","https://code-destiny.com/compare/saju-vs-ziwei/","사주와 자미두수는 무엇이 다른가 | Code Destiny","[{""level"":""h1"",""text"":""사주와 자미두수는 무엇이 다른가""},{""level"":""h2"",""text"":""한눈에 보는 차이""},{""level"":""h2"",""text"":""사주는 관계로 읽습니다""},{""level"":""h2"",""text"":""자미두수는 자리로 읽습니다""},{""level"":""h2"",""text"":""어느 쪽부터 보면 좋은가""},{""level"":""h2"",""text"":""자주 묻는 질문""},{""level"":""h3"",""text"":""사주와 자미두수 중 어느 쪽이 더 정확한가요?""},{""level"":""h3"",""text"":""같은 생년월일인데 결과가 다르게 나오는 이유는 무엇인가요?""},{""level"":""h3"",""text"":""출생시간을 모르면 둘 다 못 보나요?""},{""level"":""h3"",""text"":""둘을 같이 보면 더 좋은가요?""},{""level"":""h2"",""text"":""해석을 받아들일 때""},{""level"":""h2"",""text"":""두 체계를 같은 생년월일로 놓고 보세요""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","2082","0","true","false","미확인","미확인","미확인","ko","true","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/compare/sukuyo-vs-vedic/","200","200","true","https://code-destiny.com/compare/sukuyo-vs-vedic/","숙요점 vs 베다 점성술 — 같은 27수를 다르게 읽는 이유","[{""level"":""h1"",""text"":""숙요점과 베다 점성술은 같은 27수를 왜 다르게 읽는가""},{""level"":""h2"",""text"":""한눈에 보는 차이""},{""level"":""h2"",""text"":""숙요점은 거리를 잽니다""},{""level"":""h2"",""text"":""베다 점성술은 국면을 봅니다""},{""level"":""h2"",""text"":""결과가 다를 때 확인하는 순서""},{""level"":""h2"",""text"":""어느 쪽부터 보면 좋은가""},{""level"":""h2"",""text"":""자주 묻는 질문""},{""level"":""h3"",""text"":""27수가 같은데 왜 결과가 다른가요?""},{""level"":""h3"",""text"":""출생시간을 모르면 어느 쪽을 봐야 하나요?""},{""level"":""h3"",""text"":""숙요점은 궁합만 보는 건가요?""},{""level"":""h3"",""text"":""둘을 같이 보면 더 정확해지나요?""},{""level"":""h2"",""text"":""해석을 받아들일 때""},{""level"":""h2"",""text"":""같은 27수를 두 방식으로 읽어 보세요""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","2570","0","true","false","미확인","미확인","미확인","ko","true","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/compatibility/","200","200","true","https://code-destiny.com/compatibility/","무료 궁합 보기 | 사주·숙요점·타로 궁합 보는 곳","[{""level"":""h1"",""text"":""무료 궁합 보기 — 세 가지 방식으로""},{""level"":""h2"",""text"":""사용 방법""},{""level"":""h2"",""text"":""제공 결과""},{""level"":""h2"",""text"":""주의와 면책""},{""level"":""h2"",""text"":""관련 기능""},{""level"":""h2"",""text"":""자주 묻는 질문""},{""level"":""h2"",""text"":""핵심 운세""},{""level"":""h2"",""text"":""타로 리딩""},{""level"":""h2"",""text"":""신탁 & 특화""},{""level"":""h2"",""text"":""추천 가이드""},{""level"":""h2"",""text"":""디지털 운세 서비스 환불 안내""},{""level"":""h2"",""text"":""면책 고지""},{""level"":""h2"",""text"":""사업자 정보""}]","1548","0","true","false","미확인","미확인","미확인","ko","true","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/contact","308","200","true","https://code-destiny.com/contact/","Contact | 문의하기 — Code Destiny","[{""level"":""h1"",""text"":""문의하기""},{""level"":""h2"",""text"":""이메일 문의""},{""level"":""h2"",""text"":""문의 유형과 처리 기한""},{""level"":""h2"",""text"":""운영자 정보 / Operator""},{""level"":""h2"",""text"":""개인정보 요청 안내 / Privacy Request Guide""},{""level"":""h2"",""text"":""간단 문의 폼""}]","1442","1442","false","false","미확인","미확인","미확인","ko","false","D","true","[]","verify existing disposition","미확인","미확인","미확인","미확인"
"https://code-destiny.com/contact-us/","200","200","true","https://code-destiny.com/contact/","Contact | 문의하기 — Code Destiny","[{""level"":""h1"",""text"":""문의하기""},{""level"":""h2"",""text"":""이메일 문의""},{""level"":""h2"",""text"":""문의 유형과 처리 기한""},{""level"":""h2"",""text"":""운영자 정보 / Operator""},{""level"":""h2"",""text"":""개인정보 요청 안내 / Privacy Request Guide""},{""level"":""h2"",""text"":""간단 문의 폼""}]","1442","1442","false","false","미확인","미확인","미확인","ko","false","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
"https://code-destiny.com/contact/","200","200","true","https://code-destiny.com/contact/","Contact | 문의하기 — Code Destiny","[{""level"":""h1"",""text"":""문의하기""},{""level"":""h2"",""text"":""이메일 문의""},{""level"":""h2"",""text"":""문의 유형과 처리 기한""},{""level"":""h2"",""text"":""운영자 정보 / Operator""},{""level"":""h2"",""text"":""개인정보 요청 안내 / Privacy Request Guide""},{""level"":""h2"",""text"":""간단 문의 폼""}]","1442","1442","false","false","미확인","미확인","미확인","ko","true","B","false","[]","retain pending evidence review; no automatic deletion","미확인","미확인","미확인","미확인"
